EmployeeId,BusinessTravel,EducationField,JobRole,MaritalStatus,OverTime,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Age,JobSatisfaction,EnvironmentSatisfaction,NumCompaniesWorked,YearsSinceLastPromotion,Attrition,Attrition (Actual),PredictedAttrition,Probability
262,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2774,6,5,2,24,3,2,0,1,0,0,0,0.0237
263,Travel_Rarely,Life Sciences,Healthcare Representative,Married,Yes,4014,10,10,7,35,4,4,1,0,0,0,0,0.0554
264,Travel_Rarely,Marketing,Sales Executive,Married,No,8120,12,2,2,48,2,2,3,2,0,0,0,0.149
265,Travel_Rarely,Medical,Research Director,Divorced,No,17399,32,5,3,50,4,4,9,1,0,0,0,0.0559
266,Travel_Rarely,Life Sciences,Research Director,Married,No,17779,36,10,9,54,4,4,3,0,0,0,0,0.0479
267,Travel_Rarely,Technical Degree,Sales Representative,Married,No,2476,1,1,0,30,2,3,1,0,0,0,0,0.2377
271,Non-Travel,Life Sciences,Laboratory Technician,Single,No,3162,7,5,3,44,3,3,3,0,0,0,0,0.0098
272,Travel_Rarely,Medical,Research Director,Divorced,Yes,18740,29,27,8,50,3,2,5,13,0,0,0,0.214
273,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,2272,5,4,2,23,3,1,0,1,0,0,0,0.0226
274,Travel_Rarely,Life Sciences,Research Scientist,Married,No,6220,10,10,9,32,2,2,1,0,0,0,0,0.0323
275,Travel_Rarely,Life Sciences,Manager,Divorced,No,19190,26,25,13,44,1,3,1,14,0,0,0,0.0499
276,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2809,8,2,2,40,3,3,2,2,0,0,0,0.0237
277,Travel_Rarely,Life Sciences,Manager,Married,No,15427,31,25,7,53,4,1,2,3,0,0,0,0.0802
278,Travel_Rarely,Technical Degree,Research Scientist,Married,No,2662,19,5,4,55,4,2,8,0,0,0,0,0.0408
279,Travel_Rarely,Life Sciences,Manager,Single,No,16835,37,10,7,55,2,1,3,7,0,0,0,0.3155
280,Non-Travel,Technical Degree,Sales Executive,Single,Yes,5666,6,5,3,38,4,3,1,1,0,0,0,0.4082
282,Travel_Rarely,Medical,Manufacturing Director,Single,No,8858,15,14,8,36,4,4,0,7,0,0,0,0.0996
283,Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,Yes,9439,12,5,4,57,4,3,3,1,0,0,0,0.1016
284,Travel_Frequently,Marketing,Sales Executive,Single,No,4648,4,0,0,32,4,4,8,0,0,0,0,0.021
285,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,5810,10,10,8,36,4,1,1,1,0,0,0,0.0535
287,Travel_Rarely,Other,Laboratory Technician,Single,No,3681,9,3,2,35,4,1,4,0,0,0,0,0.0264
288,Travel_Frequently,Medical,Sales Executive,Divorced,Yes,4647,6,6,4,27,4,4,1,0,0,0,0,0.0372
289,Travel_Rarely,Human Resources,Human Resources,Married,No,2956,2,1,0,31,1,4,0,0,0,0,0,0.0388
291,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,5562,19,10,9,46,2,3,6,0,0,0,0,0.0164
293,Non-Travel,Medical,Manager,Married,No,16792,22,20,8,45,4,1,9,11,0,0,0,0.366
294,Travel_Frequently,Marketing,Sales Executive,Married,No,4342,5,4,1,27,4,3,0,1,0,0,0,0.2846
295,Travel_Rarely,Life Sciences,Manager,Married,No,16595,22,18,8,41,1,2,7,11,0,0,0,0.2567
296,Non-Travel,Medical,Laboratory Technician,Single,No,2564,12,11,7,30,4,3,0,6,0,0,0,0.0691
297,Non-Travel,Life Sciences,Sales Representative,Divorced,No,2827,1,1,0,32,1,3,1,0,0,0,0,0.1094
298,Travel_Rarely,Medical,Research Director,Single,No,18722,36,24,15,55,2,3,8,2,0,0,0,0.094
300,Travel_Frequently,Life Sciences,Manufacturing Director,Divorced,No,10502,33,5,4,54,3,4,7,1,0,0,0,0.0221
302,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,6322,6,6,5,32,4,1,1,0,0,0,0,0.0653
303,Travel_Rarely,Other,Sales Executive,Divorced,Yes,4907,6,5,4,25,3,1,0,0,0,0,0,0.0164
304,Non-Travel,Life Sciences,Sales Representative,Single,No,2342,3,2,2,33,4,2,0,2,0,0,0,0.0116
305,Travel_Rarely,Technical Degree,Laboratory Technician,Divorced,No,2367,6,4,3,28,4,3,5,0,0,0,0,0.0104
306,Non-Travel,Medical,Research Scientist,Divorced,No,2024,6,2,2,27,2,4,6,2,0,0,0,0.0477
307,Travel_Rarely,Other,Research Scientist,Single,Yes,2799,6,3,2,33,1,3,3,0,0,0,1,0.7658
310,Non-Travel,Life Sciences,Healthcare Representative,Divorced,No,5163,17,1,0,37,4,3,5,0,0,0,0,0.0226
311,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,13402,33,19,9,56,2,4,4,15,0,0,0,0.2357
312,Travel_Rarely,Medical,Research Scientist,Married,No,3591,3,3,2,28,1,3,1,1,0,0,0,0.0779
313,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2929,10,10,7,34,4,2,1,8,0,0,1,0.5172
314,Travel_Rarely,Marketing,Sales Executive,Married,No,4189,5,5,3,37,2,2,1,0,0,0,0,0.0586
315,Travel_Rarely,Life Sciences,Laboratory Technician,Single,Yes,4193,10,9,8,29,3,4,0,0,0,0,0,0.0501
316,Travel_Rarely,Life Sciences,Research Director,Married,No,12061,19,10,1,38,2,1,3,0,0,0,0,0.1502
317,Travel_Rarely,Other,Healthcare Representative,Single,No,6781,14,1,0,42,4,1,3,0,0,0,0,0.0496
318,Travel_Rarely,Medical,Manufacturing Director,Married,No,5151,10,10,9,39,1,1,1,7,0,0,0,0.2438
319,Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,8008,9,3,2,36,1,2,4,0,0,0,0,0.0143
320,Travel_Rarely,Technical Degree,Manufacturing Director,Married,No,10739,22,10,8,54,3,3,8,0,0,0,0,0.0247
321,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2703,6,5,4,29,2,3,0,0,0,0,0,0.0115
322,Travel_Frequently,Medical,Sales Executive,Single,No,4294,7,7,7,26,1,3,1,0,0,0,0,0.0096
323,Non-Travel,Medical,Sales Executive,Single,Yes,7642,10,10,9,37,2,1,1,0,0,0,0,0.1693
324,Travel_Rarely,Other,Sales Representative,Single,No,2966,5,4,0,26,3,4,0,0,0,0,0,0.0471
325,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,5915,10,7,7,31,4,4,3,1,0,0,0,0.0206
326,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,6870,11,3,2,41,2,2,3,1,0,0,0,0.0117
328,Travel_Rarely,Life Sciences,Research Director,Married,No,17159,22,4,0,43,1,2,6,1,0,0,0,0.1629
329,Travel_Rarely,Medical,Research Director,Married,No,11935,10,10,7,29,3,2,1,0,0,0,0,0.0674
330,Travel_Rarely,Other,Sales Executive,Divorced,No,7264,10,8,7,30,3,3,5,7,0,0,0,0.2734
331,Travel_Frequently,Life Sciences,Healthcare Representative,Married,No,13503,22,22,11,40,2,3,1,11,0,0,0,0.1943
332,Travel_Rarely,Medical,Manufacturing Director,Single,No,9667,9,7,2,30,3,1,9,0,0,0,0,0.0325
333,Travel_Rarely,Medical,Laboratory Technician,Married,No,4404,6,4,2,34,3,2,2,1,0,0,0,0.0776
334,Travel_Frequently,Life Sciences,Sales Executive,Married,No,13212,36,7,7,56,1,3,9,7,0,0,0,0.1971
335,Travel_Rarely,Life Sciences,Sales Executive,Married,No,6232,6,3,2,25,3,1,2,1,0,0,0,0.0439
336,Non-Travel,Medical,Human Resources,Married,No,6272,10,4,3,42,1,4,7,0,0,0,0,0.021
337,Travel_Frequently,Marketing,Sales Executive,Single,No,8998,9,9,7,32,4,2,1,3,0,0,0,0.0687
338,Travel_Frequently,Life Sciences,Laboratory Technician,Married,No,5309,10,10,7,32,4,1,1,4,0,0,0,0.1659
339,Travel_Rarely,Technical Degree,Laboratory Technician,Married,Yes,5415,12,10,8,55,4,2,3,0,0,0,0,0.2328
340,Travel_Rarely,Medical,Manufacturing Director,Married,No,5377,10,7,7,39,1,2,2,7,0,0,0,0.2757
341,Travel_Frequently,Medical,Manufacturing Director,Single,Yes,10209,16,2,2,44,3,2,5,2,0,0,0,0.1302
342,Non-Travel,Human Resources,Human Resources,Married,No,6430,10,3,2,41,2,3,6,1,0,0,0,0.0282
343,Non-Travel,Life Sciences,Laboratory Technician,Married,No,4621,3,3,2,27,3,1,1,1,0,0,0,0.0102
344,Travel_Frequently,Other,Research Scientist,Married,No,2821,8,2,2,38,3,3,3,2,0,0,0,0.0369
345,Travel_Frequently,Medical,Sales Representative,Married,No,2973,10,5,0,37,4,3,5,0,0,0,0,0.2507
346,Travel_Frequently,Human Resources,Human Resources,Single,No,3886,10,10,8,36,4,2,1,0,0,0,0,0.0073
347,Travel_Frequently,Medical,Healthcare Representative,Married,Yes,4741,5,5,3,26,1,1,1,3,0,0,0,0.2278
348,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,5768,9,4,2,37,3,3,3,0,0,0,0,0.0187
349,Travel_Rarely,Other,Manager,Married,No,19202,25,24,7,45,4,3,0,1,0,0,0,0.0392
350,Travel_Rarely,Marketing,Sales Executive,Married,Yes,4157,5,2,0,26,4,3,7,0,0,0,1,0.5985
351,Travel_Rarely,Life Sciences,Sales Executive,Divorced,Yes,8189,12,9,7,41,3,3,3,0,0,0,0,0.1538
352,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2552,1,1,0,19,1,3,1,0,0,0,0,0.0076
353,Travel_Rarely,Marketing,Sales Executive,Married,No,10855,15,12,11,40,4,3,7,2,0,0,0,0.2254
354,Travel_Frequently,Other,Laboratory Technician,Married,No,2544,8,7,7,26,4,3,0,7,0,0,0,0.1314
355,Travel_Frequently,Life Sciences,Laboratory Technician,Divorced,No,5257,9,9,0,43,3,3,1,0,0,0,0,0.0351
356,Non-Travel,Life Sciences,Laboratory Technician,Married,No,1281,1,1,0,35,3,3,1,0,0,0,0,0.0536
357,Travel_Rarely,Marketing,Manager,Married,No,16856,34,34,16,52,1,3,1,1,0,0,0,0.0411
358,Travel_Rarely,Medical,Manufacturing Director,Married,No,6567,16,15,11,49,1,3,1,5,0,0,0,0.2757
359,Non-Travel,Technical Degree,Laboratory Technician,Single,No,3500,7,6,3,37,3,3,0,1,0,0,0,0.0124
360,Travel_Frequently,Medical,Laboratory Technician,Married,No,2258,8,3,2,43,4,4,7,1,0,0,0,0.0122
361,Travel_Rarely,Life Sciences,Research Scientist,Single,No,3375,4,3,2,22,3,4,0,1,0,0,0,0.0063
362,Travel_Rarely,Technical Degree,Sales Representative,Divorced,No,2322,3,0,0,23,1,3,3,0,0,0,0,0.1446
363,Travel_Rarely,Medical,Manager,Divorced,Yes,14756,21,5,2,55,3,4,2,0,0,0,0,0.0507
364,Travel_Rarely,Life Sciences,Research Director,Single,No,14275,33,12,8,53,4,4,6,3,0,0,0,0.0774
365,Travel_Frequently,Medical,Healthcare Representative,Single,No,5343,14,13,9,34,1,4,0,4,0,0,0,0.0532
367,Travel_Frequently,Life Sciences,Healthcare Representative,Single,No,7756,7,6,4,34,4,1,0,0,0,0,0,0.0154
368,Non-Travel,Life Sciences,Manufacturing Director,Single,No,8474,12,11,8,30,3,3,1,5,0,0,0,0.1031
369,Travel_Rarely,Life Sciences,Research Scientist,Single,No,3038,8,5,4,32,3,3,3,1,0,0,0,0.0295
370,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,5914,16,13,7,36,2,4,8,3,0,0,0,0.0594
371,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,3968,8,0,0,42,3,4,4,0,0,0,0,0.0047
372,Non-Travel,Medical,Research Director,Married,No,11957,14,13,12,47,2,3,0,5,0,0,0,0.3941
373,Travel_Frequently,Medical,Sales Executive,Married,No,4327,5,0,0,40,2,2,5,0,0,0,0,0.0838
374,Non-Travel,Life Sciences,Laboratory Technician,Married,No,5674,11,9,8,36,2,2,7,0,0,0,0,0.0174
375,Travel_Rarely,Life Sciences,Research Scientist,Single,No,1232,0,0,0,21,4,3,1,0,0,0,0,0.0045
376,Non-Travel,Marketing,Sales Executive,Divorced,No,5406,15,15,11,36,4,4,1,11,0,0,0,0.17
377,Travel_Rarely,Technical Degree,Sales Representative,Divorced,Yes,2579,8,8,6,34,3,3,1,0,0,0,0,0.0743
378,Travel_Rarely,Life Sciences,Research Scientist,Divorced,Yes,5410,9,4,2,42,1,4,6,1,0,0,0,0.2212
379,Travel_Rarely,Other,Research Scientist,Single,No,4809,16,16,10,34,3,1,1,2,0,0,0,0.1317
380,Travel_Rarely,Medical,Healthcare Representative,Divorced,No,10883,19,1,0,60,4,3,3,0,0,0,0,0.0936
381,Travel_Rarely,Life Sciences,Human Resources,Married,No,5204,13,5,4,39,4,4,8,0,0,0,0,0.0333
382,Travel_Rarely,Other,Research Scientist,Married,No,3697,12,10,8,45,4,4,9,9,0,0,1,0.6726
383,Non-Travel,Medical,Laboratory Technician,Single,No,2570,7,7,7,26,4,4,1,5,0,0,0,0.1133
384,Travel_Rarely,Marketing,Sales Executive,Married,No,5380,6,0,0,56,1,4,4,0,0,0,0,0.0795
386,Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,6861,19,1,0,38,4,2,8,0,0,0,1,0.7656
387,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3407,10,10,8,35,3,2,1,6,0,0,0,0.4675
388,Travel_Frequently,Medical,Research Director,Divorced,No,13675,9,2,2,31,3,2,9,2,0,0,0,0.0298
389,Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,2659,3,3,2,26,4,3,1,0,0,0,0,0.0607
390,Travel_Rarely,Marketing,Sales Representative,Married,Yes,5405,20,4,3,38,4,2,2,0,0,0,0,0.0954
391,Travel_Rarely,Technical Degree,Laboratory Technician,Married,No,4627,10,9,7,30,4,1,0,6,0,0,0,0.3711
392,Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,10447,23,22,5,41,3,3,0,13,0,0,0,0.0408
393,Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,No,8500,10,9,6,34,4,4,0,1,0,0,0,0.0089
394,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,3506,4,3,2,35,3,3,0,2,0,0,0,0.0428
395,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2341,1,1,0,27,1,4,1,0,0,0,0,0.0276
396,Travel_Rarely,Marketing,Sales Executive,Married,No,12031,21,20,6,39,4,2,0,9,0,0,1,0.6895
397,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,2587,5,4,0,56,4,1,1,1,0,0,0,0.0887
398,Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,9679,8,1,0,32,4,4,8,0,0,0,0,0.0105
399,Travel_Rarely,Technical Degree,Research Scientist,Married,Yes,4821,6,5,3,31,4,3,0,0,0,0,0,0.0187
400,Travel_Frequently,Life Sciences,Laboratory Technician,Married,No,3755,8,8,7,39,3,3,1,0,0,0,0,0.0077
401,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2700,10,10,7,29,3,3,1,0,0,0,0,0.0323
402,Non-Travel,Technical Degree,Research Scientist,Divorced,No,3055,11,9,7,33,2,4,5,1,0,0,0,0.023
405,Travel_Rarely,Other,Research Scientist,Married,No,2368,5,5,3,26,2,3,1,4,0,0,1,0.6321
406,Travel_Rarely,Marketing,Sales Executive,Married,No,4051,14,9,7,48,4,2,2,6,0,0,1,0.6548
407,Travel_Rarely,Technical Degree,Research Scientist,Single,Yes,4317,19,3,2,38,3,4,3,2,0,0,1,0.5993
408,Travel_Rarely,Marketing,Sales Executive,Married,No,5507,12,4,3,36,2,3,2,1,0,0,0,0.1171
410,Travel_Rarely,Other,Laboratory Technician,Married,Yes,4025,10,4,3,29,2,4,4,0,0,0,0,0.2803
411,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,13973,22,12,5,50,3,4,3,1,0,0,0,0.2039
412,Travel_Rarely,Life Sciences,Sales Executive,Single,No,7428,12,5,3,37,4,3,2,1,0,0,0,0.0677
413,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,4617,4,4,2,24,3,2,1,1,0,0,0,0.0158
414,Travel_Rarely,Medical,Human Resources,Single,No,2109,8,3,2,31,2,4,9,0,0,0,0,0.0172
416,Travel_Frequently,Medical,Laboratory Technician,Divorced,No,4444,15,11,10,34,2,3,4,5,0,0,0,0.1301
418,Travel_Rarely,Medical,Healthcare Representative,Single,No,6142,10,5,3,34,3,2,3,4,0,0,0,0.2381
419,Travel_Frequently,Technical Degree,Healthcare Representative,Single,No,10938,20,19,8,39,3,3,0,11,0,0,0,0.1998
421,Travel_Frequently,Medical,Research Scientist,Married,Yes,2326,4,4,2,37,4,2,1,1,0,0,0,0.07
423,Travel_Rarely,Life Sciences,Manufacturing Director,Divorced,Yes,10333,28,22,10,47,2,3,8,14,0,0,0,0.1193
424,Travel_Rarely,Medical,Manager,Single,Yes,19045,37,36,13,55,1,4,0,4,0,0,0,0.107
425,Travel_Rarely,Life Sciences,Research Scientist,Single,No,4680,4,1,0,37,4,4,3,0,0,0,0,0.0157
426,Travel_Rarely,Marketing,Sales Executive,Married,No,4717,15,11,9,35,3,2,9,6,0,0,1,0.6832
427,Travel_Frequently,Medical,Healthcare Representative,Married,Yes,10673,21,10,5,46,1,3,2,9,0,0,0,0.2148
428,Travel_Rarely,Medical,Laboratory Technician,Married,No,2974,9,5,2,29,3,4,9,1,0,0,0,0.0795
429,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2835,7,1,0,36,4,1,5,0,0,0,0,0.0281
430,Non-Travel,Life Sciences,Laboratory Technician,Married,No,3162,6,5,4,24,4,1,0,3,0,0,0,0.0267
431,Travel_Rarely,Medical,Research Director,Married,Yes,19237,29,8,7,50,3,2,2,7,0,0,0,0.2029
432,Non-Travel,Life Sciences,Laboratory Technician,Married,No,2332,5,3,2,32,2,3,6,0,0,0,0,0.0104
433,Travel_Rarely,Medical,Research Scientist,Single,No,4381,6,6,3,34,1,3,1,1,0,0,0,0.0496
434,Travel_Rarely,Other,Laboratory Technician,Single,No,3578,8,7,7,26,1,3,0,0,0,0,0,0.0049
435,Travel_Frequently,Life Sciences,Sales Executive,Married,No,5376,10,5,3,33,1,3,2,1,0,0,0,0.0134
436,Travel_Rarely,Other,Research Scientist,Married,No,2367,10,8,6,48,1,3,8,7,0,0,1,0.6223
437,Travel_Frequently,Life Sciences,Healthcare Representative,Married,Yes,5689,10,10,2,35,3,3,1,0,0,0,0,0.0292
438,Travel_Frequently,Medical,Research Scientist,Married,No,2684,3,2,2,38,3,3,0,0,0,0,0,0.0045
439,Travel_Rarely,Medical,Laboratory Technician,Single,No,3629,8,3,2,37,3,1,4,0,0,0,0,0.0196
440,Travel_Rarely,Life Sciences,Healthcare Representative,Married,Yes,7632,10,8,0,35,3,4,4,0,0,0,1,0.5141
441,Travel_Rarely,Technical Degree,Laboratory Technician,Single,No,2176,9,6,4,32,1,4,4,0,0,0,0,0.0268
442,Travel_Frequently,Life Sciences,Manufacturing Director,Single,Yes,5980,17,15,12,38,1,1,6,4,0,0,1,0.7684
443,Travel_Rarely,Medical,Manager,Married,Yes,17068,21,21,10,39,1,3,1,11,0,0,1,0.5439
444,Travel_Rarely,Medical,Research Scientist,Married,No,2781,15,14,10,33,4,1,0,4,0,0,1,0.5504
445,Travel_Rarely,Life Sciences,Sales Executive,Single,No,6029,6,2,2,34,4,4,5,2,0,0,0,0.0698
446,Travel_Rarely,Life Sciences,Sales Executive,Single,No,5171,13,6,5,59,4,3,5,0,0,0,0,0.0476
447,Travel_Rarely,Life Sciences,Sales Executive,Married,Yes,6201,18,18,11,36,4,2,1,4,0,0,0,0.1431
448,Travel_Frequently,Other,Research Director,Divorced,Yes,12185,10,10,7,37,4,2,1,0,0,0,0,0.0576
449,Travel_Rarely,Marketing,Sales Executive,Married,No,8161,10,1,0,31,3,1,2,0,0,0,0,0.1677
450,Travel_Rarely,Life Sciences,Research Scientist,Single,No,3310,5,5,2,28,4,4,1,0,0,0,0,0.0107
451,Travel_Rarely,Life Sciences,Research Director,Divorced,Yes,19502,31,31,9,49,3,4,1,0,0,0,0,0.0351
452,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,3622,6,6,3,34,4,2,1,1,0,0,0,0.0798
453,Non-Travel,Medical,Manufacturing Director,Married,No,4374,4,3,2,36,3,4,0,1,0,0,0,0.0162
454,Travel_Rarely,Medical,Healthcare Representative,Married,No,7005,11,4,2,53,4,2,3,1,0,0,0,0.1327
455,Travel_Frequently,Medical,Sales Representative,Married,Yes,2655,19,9,7,48,3,4,2,7,0,0,0,0.0657
457,Travel_Frequently,Life Sciences,Sales Executive,Single,No,8726,9,9,7,27,3,4,1,1,0,0,0,0.0325
458,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,10999,27,15,8,48,3,3,7,4,0,0,0,0.2296
459,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2238,7,5,4,41,1,3,2,1,0,0,0,0.0334
460,Travel_Frequently,Technical Degree,Research Scientist,Married,No,3692,12,11,7,36,2,3,1,0,0,0,0,0.0099
461,Non-Travel,Life Sciences,Healthcare Representative,Married,No,4876,5,3,2,40,4,4,9,0,0,0,0,0.0121
462,Travel_Rarely,Medical,Laboratory Technician,Divorced,Yes,2587,17,2,2,49,1,4,4,2,0,0,0,0.1569
463,Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,4424,11,11,8,31,4,3,1,1,0,0,0,0.015
465,Travel_Rarely,Medical,Manufacturing Director,Single,No,4213,10,10,8,37,1,4,1,0,0,0,0,0.0095
467,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,6516,18,1,0,40,1,2,2,0,0,0,1,0.6086
468,Travel_Frequently,Marketing,Sales Executive,Single,No,8789,10,10,8,35,3,3,1,0,0,0,0,0.0146
469,Travel_Rarely,Medical,Manufacturing Director,Divorced,No,4377,5,4,2,24,3,4,1,3,0,0,0,0.0472
470,Travel_Rarely,Life Sciences,Research Scientist,Married,No,1223,1,1,1,23,3,4,1,0,0,0,0,0.1345
471,Travel_Rarely,Medical,Healthcare Representative,Single,No,5661,9,8,7,28,1,2,0,0,0,0,0,0.0039
472,Travel_Rarely,Marketing,Sales Executive,Single,No,5405,10,2,2,60,1,1,8,2,0,0,0,0.1323
473,Travel_Frequently,Medical,Manufacturing Director,Divorced,Yes,5067,20,19,7,47,3,3,1,2,0,0,0,0.049
474,Travel_Rarely,Human Resources,Manager,Divorced,No,19141,23,21,6,41,4,2,3,12,0,0,0,0.1872
475,Travel_Rarely,Medical,Laboratory Technician,Single,No,3597,6,4,2,24,2,4,8,1,0,0,0,0.0236
476,Travel_Rarely,Medical,Laboratory Technician,Divorced,No,2532,8,4,3,29,4,1,6,0,0,0,0,0.0086
478,Travel_Rarely,Medical,Sales Executive,Married,No,10306,15,13,0,35,1,4,9,6,0,0,1,0.8796
479,Travel_Rarely,Medical,Research Scientist,Single,No,3785,5,5,4,29,1,4,1,0,0,0,0,0.0234
480,Travel_Frequently,Medical,Healthcare Representative,Married,Yes,6385,17,8,7,55,2,3,3,6,0,0,0,0.1551
481,Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,5126,10,10,0,30,4,4,1,3,0,0,0,0.3395
482,Travel_Rarely,Medical,Healthcare Representative,Married,No,5538,10,0,0,42,1,2,5,0,0,0,0,0.0973
483,Travel_Rarely,Other,Healthcare Representative,Married,No,9715,9,7,7,29,1,3,3,0,0,0,0,0.0371
484,Travel_Rarely,Marketing,Sales Executive,Married,No,6272,6,5,4,26,2,1,1,1,0,0,0,0.1017
487,Travel_Rarely,Medical,Laboratory Technician,Married,No,3306,7,0,0,38,3,4,7,0,0,0,0,0.0583
488,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,3034,18,18,17,37,1,4,1,12,0,0,0,0.0818
489,Travel_Rarely,Life Sciences,Human Resources,Married,No,2342,6,5,3,36,1,1,0,0,0,0,0,0.005
491,Travel_Rarely,Marketing,Sales Executive,Single,Yes,9278,15,5,1,36,2,1,3,0,0,0,1,0.8086
492,Travel_Rarely,Technical Degree,Research Director,Married,No,13582,15,15,11,38,1,4,1,5,0,0,1,0.5243
493,Travel_Rarely,Life Sciences,Healthcare Representative,Married,Yes,13966,30,15,12,49,3,3,2,2,0,0,0,0.0907
494,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2619,8,0,0,38,1,3,3,0,0,0,0,0.0059
495,Travel_Rarely,Marketing,Manager,Married,No,16307,29,20,17,51,3,1,2,4,0,0,1,0.5195
496,Travel_Rarely,Medical,Research Scientist,Divorced,Yes,5974,13,7,7,37,1,3,4,6,0,0,0,0.3498
498,Travel_Rarely,Medical,Laboratory Technician,Divorced,No,2270,8,5,2,45,4,4,3,0,0,0,0,0.0129
500,Travel_Rarely,Technical Degree,Research Scientist,Divorced,Yes,5577,18,10,9,52,1,4,3,6,0,0,0,0.2723
501,Travel_Rarely,Other,Healthcare Representative,Single,No,10965,26,5,0,49,3,2,8,0,0,0,0,0.0581
502,Travel_Rarely,Medical,Laboratory Technician,Single,Yes,3989,5,5,2,23,3,4,1,1,0,0,0,0.0611
503,Non-Travel,Life Sciences,Sales Executive,Divorced,Yes,4001,15,15,7,34,3,4,1,0,0,0,0,0.0337
504,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,1563,1,1,0,28,3,1,1,0,0,0,0,0.0469
506,Travel_Rarely,Medical,Research Director,Divorced,Yes,19328,24,2,2,46,4,3,7,2,0,0,0,0.1141
507,Non-Travel,Other,Manufacturing Director,Divorced,No,4011,5,4,3,24,3,1,0,1,0,0,0,0.0049
508,Travel_Rarely,Medical,Research Scientist,Married,No,2773,3,2,2,22,3,1,0,2,0,0,0,0.1083
509,Travel_Rarely,Life Sciences,Human Resources,Single,No,3539,10,9,8,43,4,2,0,1,0,0,0,0.0107
510,Travel_Frequently,Life Sciences,Manager,Divorced,No,18430,24,24,9,42,4,2,1,14,0,0,0,0.1137
511,Travel_Frequently,Life Sciences,Research Scientist,Married,Yes,2909,8,8,0,33,3,4,1,3,0,0,0,0.3502
512,Travel_Rarely,Life Sciences,Manufacturing Director,Divorced,No,5993,7,7,7,37,3,1,1,0,0,0,0,0.0044
513,Travel_Frequently,Life Sciences,Manager,Divorced,Yes,19197,21,21,6,39,3,2,1,1,0,0,0,0.0374
514,Travel_Frequently,Marketing,Sales Executive,Married,No,4639,17,15,13,36,1,1,2,6,0,0,0,0.1523
515,Travel_Rarely,Technical Degree,Healthcare Representative,Single,No,10496,20,4,3,50,4,4,6,1,0,0,0,0.0353
516,Travel_Rarely,Medical,Research Director,Married,No,11691,14,13,7,33,3,3,0,3,0,0,0,0.1885
517,Travel_Frequently,Medical,Laboratory Technician,Divorced,Yes,5679,10,8,7,43,3,4,3,4,0,0,0,0.1224
518,Travel_Frequently,Life Sciences,Research Scientist,Single,No,4084,7,7,7,31,3,4,1,7,0,0,0,0.1662
519,Travel_Rarely,Medical,Research Scientist,Married,No,5775,11,10,9,30,4,4,1,1,0,0,0,0.1328
520,Travel_Frequently,Other,Sales Executive,Single,Yes,4581,13,11,7,35,4,4,3,6,0,0,1,0.6337
522,Travel_Rarely,Technical Degree,Manufacturing Director,Married,No,10169,34,33,9,53,4,3,0,1,0,0,0,0.0297
523,Travel_Rarely,Medical,Manufacturing Director,Single,Yes,4440,9,5,4,54,1,3,6,1,0,0,0,0.3605
524,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,2018,15,5,0,40,1,4,3,1,0,0,0,0.0308
